"Product ID","Product Name",Type,"Has Beauty Shot","Current Visible","Recommended Action","Action Reason"
27,"Como Linen PKL",R,YES,Y,"NO ACTION","Already configured correctly"
28,"Wimbledon Velvet - Updated",R,YES,Y,"NO ACTION","Already configured correctly"
37,"Rio Wool Satin",R,YES,Y,"NO ACTION","Already configured correctly"
169,Atlantis,R,YES,Y,"NO ACTION","Already configured correctly"
170,Leopard,R,YES,Y,"NO ACTION","Already configured correctly"
173,"Massimo Plaid",R,YES,Y,"NO ACTION","Already configured correctly"
183,"Linen Canvas Solid",R,YES,Y,"NO ACTION","Already configured correctly"
184,"Arabian Mosaic",R,YES,Y,"NO ACTION","Already configured correctly"
189,"Matelasse Ribbed",R,YES,Y,"NO ACTION","Already configured correctly"
190,"Matelasse Wave",R,YES,Y,"NO ACTION","Already configured correctly"
191,Raffia,R,YES,Y,"NO ACTION","Already configured correctly"
194,"Black Tie",R,YES,Y,"NO ACTION","Already configured correctly"
197,"Linen Squares",R,YES,Y,"NO ACTION","Already configured correctly"
206,"New World Paisley",R,YES,Y,"NO ACTION","Already configured correctly"
208,"Tracy Circles",R,YES,Y,"NO ACTION","Already configured correctly"
209,"Tracy Large Blotch Flower",R,YES,Y,"NO ACTION","Already configured correctly"
210,"Watercolor Lily",R,YES,Y,"NO ACTION","Already configured correctly"
211,"Linen Cellophane Boucle",R,YES,Y,"NO ACTION","Already configured correctly"
212,Lino,R,YES,Y,"NO ACTION","Already configured correctly"
213,"Modern Shimmer",R,YES,Y,"NO ACTION","Already configured correctly"
214,"Open Spaces Sheer",R,YES,Y,"NO ACTION","Already configured correctly"
216,"Sateen Weave Reversible",R,YES,Y,"NO ACTION","Already configured correctly"
222,"Double Weave Linen Sheer Vertical Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
224,Gehry,R,YES,Y,"NO ACTION","Already configured correctly"
225,"Jordan Sheer",R,YES,Y,"NO ACTION","Already configured correctly"
226,"Justine Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
227,"Linen Scrim Sheer",R,YES,Y,"NO ACTION","Already configured correctly"
230,"Antique Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
232,"Linen Sheer Solid",R,YES,Y,"NO ACTION","Already configured correctly"
234,Flannelsuede,R,YES,Y,"NO ACTION","Already configured correctly"
235,"Linen Sheer Vertical Stripe Raffia",R,YES,Y,"NO ACTION","Already configured correctly"
236,Oz,R,YES,Y,"NO ACTION","Already configured correctly"
237,Polysheer,R,YES,Y,"NO ACTION","Already configured correctly"
239,Barcus,R,YES,Y,"NO ACTION","Already configured correctly"
241,Cortez,R,YES,Y,"NO ACTION","Already configured correctly"
244,"Linen Solid Basketweave",R,YES,Y,"NO ACTION","Already configured correctly"
245,"Linen Solid Check",R,YES,Y,"NO ACTION","Already configured correctly"
246,Magdalena,R,YES,Y,"NO ACTION","Already configured correctly"
249,"Native Rattan",R,YES,Y,"NO ACTION","Already configured correctly"
250,"Royal Jewels",R,YES,Y,"NO ACTION","Already configured correctly"
258,Mohair,R,YES,Y,"NO ACTION","Already configured correctly"
262,"Terry Cloth",R,YES,Y,"NO ACTION","Already configured correctly"
264,"Linen Sheer Metallic",R,YES,Y,"NO ACTION","Already configured correctly"
272,Castello,R,YES,Y,"NO ACTION","Already configured correctly"
273,Symphony,R,YES,Y,"NO ACTION","Already configured correctly"
274,Houndstooth,R,YES,Y,"NO ACTION","Already configured correctly"
277,Whisper,R,YES,Y,"NO ACTION","Already configured correctly"
283,"Dobby (reversible)",R,YES,Y,"NO ACTION","Already configured correctly"
297,"Waffle Chenille",R,YES,Y,"NO ACTION","Already configured correctly"
304,Cosmos,R,YES,Y,"NO ACTION","Already configured correctly"
312,Cassandra,R,YES,Y,"NO ACTION","Already configured correctly"
313,"Sultans Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
314,"Crocodile Mile",R,YES,Y,"NO ACTION","Already configured correctly"
315,Mecate,R,YES,Y,"NO ACTION","Already configured correctly"
317,Morris,R,YES,Y,"NO ACTION","Already configured correctly"
319,"Lemon Leaves",R,YES,Y,"NO ACTION","Already configured correctly"
320,"Shimmer Chenille",R,YES,Y,"NO ACTION","Already configured correctly"
324,"Diamond Back",R,YES,Y,"NO ACTION","Already configured correctly"
325,Drevo,R,YES,Y,"NO ACTION","Already configured correctly"
327,Lumen,R,YES,Y,"NO ACTION","Already configured correctly"
328,"Metal Leaf",R,YES,Y,"NO ACTION","Already configured correctly"
331,Vagabond,R,YES,Y,"NO ACTION","Already configured correctly"
333,"Vecchio Damask",R,YES,Y,"NO ACTION","Already configured correctly"
334,"Splash Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
336,"Bear Creek",R,YES,Y,"NO ACTION","Already configured correctly"
337,"Cabana Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
338,"Classic Texture",R,YES,Y,"NO ACTION","Already configured correctly"
339,"Diamond Scape",R,YES,Y,"NO ACTION","Already configured correctly"
342,"Maze Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
343,"Contexture Panarea",R,YES,Y,"NO ACTION","Already configured correctly"
344,"Enchanting Flex",R,YES,Y,"NO ACTION","Already configured correctly"
346,"Tiger Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
347,Anato,R,YES,Y,"NO ACTION","Already configured correctly"
349,Herring,R,YES,Y,"NO ACTION","Already configured correctly"
350,Kert,R,YES,Y,"NO ACTION","Already configured correctly"
351,"Rio Toft",R,YES,Y,"NO ACTION","Already configured correctly"
353,Templeton,R,YES,Y,"NO ACTION","Already configured correctly"
354,Tuin,R,YES,Y,"NO ACTION","Already configured correctly"
356,Zita,R,YES,Y,"NO ACTION","Already configured correctly"
358,"Princess Suede",R,YES,Y,"NO ACTION","Already configured correctly"
360,"Natural Structure",R,YES,Y,"NO ACTION","Already configured correctly"
361,"Antique Velvet Printed Shagreen",R,YES,Y,"NO ACTION","Already configured correctly"
363,Calvin,R,YES,Y,"NO ACTION","Already configured correctly"
364,Cerise,R,YES,Y,"NO ACTION","Already configured correctly"
367,Claret,R,YES,Y,"NO ACTION","Already configured correctly"
368,"Comfy Cozy",R,YES,Y,"NO ACTION","Already configured correctly"
369,"Coral Gables",R,YES,Y,"NO ACTION","Already configured correctly"
371,"Eye Spy",R,YES,Y,"NO ACTION","Already configured correctly"
373,"Ivy League",R,YES,Y,"NO ACTION","Already configured correctly"
375,Lasso,R,YES,Y,"NO ACTION","Already configured correctly"
376,"Lines of Communication",R,YES,Y,"NO ACTION","Already configured correctly"
378,Mineral,R,YES,Y,"NO ACTION","Already configured correctly"
379,Sticks,R,YES,Y,"NO ACTION","Already configured correctly"
380,Tulumba,R,YES,Y,"NO ACTION","Already configured correctly"
381,Viva,R,YES,Y,"NO ACTION","Already configured correctly"
384,Lorenzo,R,YES,Y,"NO ACTION","Already configured correctly"
385,Mikkel,R,YES,Y,"NO ACTION","Already configured correctly"
386,Stavros,R,YES,Y,"NO ACTION","Already configured correctly"
387,Ephesus,R,YES,Y,"NO ACTION","Already configured correctly"
388,"Canyon Blossom",R,YES,Y,"NO ACTION","Already configured correctly"
391,"Coral Reef",R,YES,Y,"NO ACTION","Already configured correctly"
394,"Ditsy Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
395,"Everglade Medallion",R,YES,Y,"NO ACTION","Already configured correctly"
396,Florida,R,YES,Y,"NO ACTION","Already configured correctly"
397,Gesaria,R,YES,Y,"NO ACTION","Already configured correctly"
398,"Imperial Sheer",R,YES,Y,"NO ACTION","Already configured correctly"
399,"Wave Length",R,YES,Y,"NO ACTION","Already configured correctly"
400,Essence,R,YES,Y,"NO ACTION","Already configured correctly"
401,Iredesce,R,YES,Y,"NO ACTION","Already configured correctly"
404,Memoir,R,YES,Y,"NO ACTION","Already configured correctly"
406,Arabesque,R,YES,Y,"NO ACTION","Already configured correctly"
407,Banks,R,YES,Y,"NO ACTION","Already configured correctly"
408,Mikonos,R,YES,Y,"NO ACTION","Already configured correctly"
411,"Kariba Garden Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
412,Madison,R,YES,Y,"NO ACTION","Already configured correctly"
413,Meera,R,YES,Y,"NO ACTION","Already configured correctly"
420,Amboise,R,YES,Y,"NO ACTION","Already configured correctly"
428,"Skintex SF Karma",R,YES,Y,"NO ACTION","Already configured correctly"
435,"Skintex SF Siam",R,YES,Y,"NO ACTION","Already configured correctly"
436,Cambria,R,YES,Y,"NO ACTION","Already configured correctly"
437,Esquarre,R,YES,Y,"NO ACTION","Already configured correctly"
438,Princeton,R,YES,Y,"NO ACTION","Already configured correctly"
442,Nodaggi,R,YES,Y,"NO ACTION","Already configured correctly"
443,"Dove Linen",R,YES,Y,"NO ACTION","Already configured correctly"
446,Mystere,R,YES,Y,"NO ACTION","Already configured correctly"
457,Pop,R,YES,Y,"NO ACTION","Already configured correctly"
458,Swayed,R,YES,Y,"NO ACTION","Already configured correctly"
459,Jumper,R,YES,Y,"NO ACTION","Already configured correctly"
461,Hatcher,R,YES,Y,"NO ACTION","Already configured correctly"
462,Madlen,R,YES,Y,"NO ACTION","Already configured correctly"
463,Bimby,R,YES,Y,"NO ACTION","Already configured correctly"
464,Alpine,R,YES,Y,"NO ACTION","Already configured correctly"
465,"Asian Garden",R,YES,Y,"NO ACTION","Already configured correctly"
466,Blakely,R,YES,Y,"NO ACTION","Already configured correctly"
467,"Damasco Armaturato",R,YES,Y,"NO ACTION","Already configured correctly"
468,Elsa,R,YES,Y,"NO ACTION","Already configured correctly"
469,"Embroidered Bouquet",R,YES,Y,"NO ACTION","Already configured correctly"
470,Exchequer,R,YES,Y,"NO ACTION","Already configured correctly"
471,Farina,R,YES,Y,"NO ACTION","Already configured correctly"
472,Frank,R,YES,Y,"NO ACTION","Already configured correctly"
473,"Galaxy (Reversible)",R,YES,Y,"NO ACTION","Already configured correctly"
474,"Glorious Garden",R,YES,Y,"NO ACTION","Already configured correctly"
476,Isi,R,YES,Y,"NO ACTION","Already configured correctly"
478,"Montecarlo Stripes",R,YES,Y,"NO ACTION","Already configured correctly"
480,"Leather Evolution",R,YES,Y,"NO ACTION","Already configured correctly"
481,"Over the Rainbow (Reversible)",R,YES,Y,"NO ACTION","Already configured correctly"
484,Victoria,R,YES,Y,"NO ACTION","Already configured correctly"
485,"Visage Sheer",R,YES,Y,"NO ACTION","Already configured correctly"
488,Lush,R,YES,Y,"NO ACTION","Already configured correctly"
489,"Regal Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
491,Tara,R,YES,Y,"NO ACTION","Already configured correctly"
492,"Pontevecchio 2000",R,YES,Y,"NO ACTION","Already configured correctly"
495,Chateau,R,YES,Y,"NO ACTION","Already configured correctly"
496,"Effeto Seta",R,YES,Y,"NO ACTION","Already configured correctly"
498,Martin,R,YES,Y,"NO ACTION","Already configured correctly"
499,Morocco,R,YES,Y,"NO ACTION","Already configured correctly"
502,"Tiger Solid",R,YES,Y,"NO ACTION","Already configured correctly"
503,Vienna,R,YES,Y,"NO ACTION","Already configured correctly"
505,"Vintage Slub",R,YES,Y,"NO ACTION","Already configured correctly"
506,Balderas,R,YES,Y,"NO ACTION","Already configured correctly"
507,Trestle,R,YES,Y,"NO ACTION","Already configured correctly"
511,Apulia,R,YES,Y,"NO ACTION","Already configured correctly"
514,"Jacquard Velvet Peacock",R,YES,Y,"NO ACTION","Already configured correctly"
515,Lana,R,YES,Y,"NO ACTION","Already configured correctly"
516,Matrix,R,YES,Y,"NO ACTION","Already configured correctly"
519,Tyler,R,YES,Y,"NO ACTION","Already configured correctly"
520,"Rio Cuevo",R,YES,Y,"NO ACTION","Already configured correctly"
521,Manhattan,R,YES,Y,"NO ACTION","Already configured correctly"
522,Otis,R,YES,Y,"NO ACTION","Already configured correctly"
524,Viterbo,R,YES,Y,"NO ACTION","Already configured correctly"
528,Jean,R,YES,Y,"NO ACTION","Already configured correctly"
529,Juta,R,YES,Y,"NO ACTION","Already configured correctly"
530,"Mozart (Reversible)",R,YES,Y,"NO ACTION","Already configured correctly"
531,"Ottoman Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
535,"Plain Jane",R,YES,Y,"NO ACTION","Already configured correctly"
536,Ranolfo,R,YES,Y,"NO ACTION","Already configured correctly"
537,Unite,R,YES,Y,"NO ACTION","Already configured correctly"
538,Seaboard,R,YES,Y,"NO ACTION","Already configured correctly"
539,"Rain Cloud",R,YES,Y,"NO ACTION","Already configured correctly"
541,"Plush Horizons",R,YES,Y,"NO ACTION","Already configured correctly"
542,Piona,R,YES,Y,"NO ACTION","Already configured correctly"
543,"Oaxacan Diamond",R,YES,Y,"NO ACTION","Already configured correctly"
544,Goa,R,YES,Y,"NO ACTION","Already configured correctly"
545,Mirza,R,YES,Y,"NO ACTION","Already configured correctly"
546,Avery,R,YES,Y,"NO ACTION","Already configured correctly"
547,Avril,R,YES,Y,"NO ACTION","Already configured correctly"
548,Bond,R,YES,Y,"NO ACTION","Already configured correctly"
549,"Fabulous Floral",R,YES,Y,"NO ACTION","Already configured correctly"
550,Bellisario,R,YES,Y,"NO ACTION","Already configured correctly"
553,Dazzle,R,YES,Y,"NO ACTION","Already configured correctly"
554,"Golden Plaid",R,YES,Y,"NO ACTION","Already configured correctly"
555,Usak,R,YES,Y,"NO ACTION","Already configured correctly"
556,Apollo,R,YES,Y,"NO ACTION","Already configured correctly"
557,Arlo,R,YES,Y,"NO ACTION","Already configured correctly"
561,"Contessa Contract",R,YES,Y,"NO ACTION","Already configured correctly"
562,"Contessa Cordova",R,YES,Y,"NO ACTION","Already configured correctly"
568,"Nuvtex Valencia",R,YES,Y,"NO ACTION","Already configured correctly"
570,Trio,R,YES,Y,"NO ACTION","Already configured correctly"
571,Market,R,YES,Y,"NO ACTION","Already configured correctly"
572,Flanders,R,YES,Y,"NO ACTION","Already configured correctly"
574,Pescia,R,YES,Y,"NO ACTION","Already configured correctly"
575,Dividend,R,YES,Y,"NO ACTION","Already configured correctly"
577,Vermillion,R,YES,Y,"NO ACTION","Already configured correctly"
578,Pecos,R,YES,Y,"NO ACTION","Already configured correctly"
580,Zeller,R,YES,Y,"NO ACTION","Already configured correctly"
581,"Fluttering Wave",R,YES,Y,"NO ACTION","Already configured correctly"
583,Balance,R,YES,Y,"NO ACTION","Already configured correctly"
584,Debit,R,YES,Y,"NO ACTION","Already configured correctly"
585,Lloyd,R,YES,Y,"NO ACTION","Already configured correctly"
590,Index,R,YES,Y,"NO ACTION","Already configured correctly"
591,Hampshire,R,YES,Y,"NO ACTION","Already configured correctly"
593,Future,R,YES,Y,"NO ACTION","Already configured correctly"
594,"Flow Texture",R,YES,Y,"NO ACTION","Already configured correctly"
595,Equity,R,YES,Y,"NO ACTION","Already configured correctly"
596,"Sequence of Things",R,YES,Y,"NO ACTION","Already configured correctly"
597,Credit,R,YES,Y,"NO ACTION","Already configured correctly"
598,Asset,R,YES,Y,"NO ACTION","Already configured correctly"
599,Agent,R,YES,Y,"NO ACTION","Already configured correctly"
601,Woodstock,R,YES,Y,"NO ACTION","Already configured correctly"
603,"Falling Stars",R,YES,Y,"NO ACTION","Already configured correctly"
605,"Temple Home",R,YES,Y,"NO ACTION","Already configured correctly"
608,Current,R,YES,Y,"NO ACTION","Already configured correctly"
612,Donahue,R,YES,Y,"NO ACTION","Already configured correctly"
613,Doroux,R,YES,Y,"NO ACTION","Already configured correctly"
616,Atlas,R,YES,Y,"NO ACTION","Already configured correctly"
617,Chagall,R,YES,Y,"NO ACTION","Already configured correctly"
619,Coban,R,YES,Y,"NO ACTION","Already configured correctly"
620,Easy,R,YES,Y,"NO ACTION","Already configured correctly"
621,Erwin,R,YES,Y,"NO ACTION","Already configured correctly"
627,Mitico,R,YES,Y,"NO ACTION","Already configured correctly"
631,Panorama,R,YES,Y,"NO ACTION","Already configured correctly"
634,Rockwood,R,YES,Y,"NO ACTION","Already configured correctly"
635,Rousseau,R,YES,Y,"NO ACTION","Already configured correctly"
636,"Sisal Plain",R,YES,Y,"NO ACTION","Already configured correctly"
637,Soboe,R,YES,Y,"NO ACTION","Already configured correctly"
638,Sonoma,R,YES,Y,"NO ACTION","Already configured correctly"
639,"Stippled Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
640,Striato,R,YES,Y,"NO ACTION","Already configured correctly"
641,"Tuscany Dots",R,YES,Y,"NO ACTION","Already configured correctly"
642,Woolike,R,YES,Y,"NO ACTION","Already configured correctly"
643,"Caroline Stripes Outdoor",R,YES,Y,"NO ACTION","Already configured correctly"
644,Checkers,R,YES,Y,"NO ACTION","Already configured correctly"
645,"Embroidered Damask",R,YES,Y,"NO ACTION","Already configured correctly"
646,Glitz,R,YES,Y,"NO ACTION","Already configured correctly"
648,Jeffery,R,YES,Y,"NO ACTION","Already configured correctly"
652,Nabucco,R,YES,Y,"NO ACTION","Already configured correctly"
654,Plippo,R,YES,Y,"NO ACTION","Already configured correctly"
656,"Sand Dune",R,YES,Y,"NO ACTION","Already configured correctly"
657,Savona,R,YES,Y,"NO ACTION","Already configured correctly"
662,"Tribal Chic",R,YES,Y,"NO ACTION","Already configured correctly"
664,Volcano,R,YES,Y,"NO ACTION","Already configured correctly"
665,Starship,R,YES,Y,"NO ACTION","Already configured correctly"
666,"Hollywood Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
668,Berlin,R,YES,Y,"NO ACTION","Already configured correctly"
669,"Perfect Texture",R,YES,Y,"NO ACTION","Already configured correctly"
670,"Rio Yari",R,YES,Y,"NO ACTION","Already configured correctly"
673,Nevada,R,YES,Y,"NO ACTION","Already configured correctly"
675,Empress,R,YES,Y,"NO ACTION","Already configured correctly"
678,Cavalier,R,YES,Y,"NO ACTION","Already configured correctly"
679,Coconut,R,YES,Y,"NO ACTION","Already configured correctly"
680,Empire,R,YES,Y,"NO ACTION","Already configured correctly"
682,"Tandora Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
683,Grenoble,R,YES,Y,"NO ACTION","Already configured correctly"
684,"Bliss Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
685,Belmar,R,YES,Y,"NO ACTION","Already configured correctly"
686,Mingle,R,YES,Y,"NO ACTION","Already configured correctly"
691,Macon,R,YES,Y,"NO ACTION","Already configured correctly"
694,Bristol,R,YES,Y,"NO ACTION","Already configured correctly"
695,Willow,R,YES,Y,"NO ACTION","Already configured correctly"
696,"Atelier Etched Axis",R,YES,Y,"NO ACTION","Already configured correctly"
703,Brussels,R,YES,Y,"NO ACTION","Already configured correctly"
705,Carlsbad,R,YES,Y,"NO ACTION","Already configured correctly"
706,"Chenille RC",R,YES,Y,"NO ACTION","Already configured correctly"
707,Dart,R,YES,Y,"NO ACTION","Already configured correctly"
708,Dexter,R,YES,Y,"NO ACTION","Already configured correctly"
709,Mermaid,R,YES,Y,"NO ACTION","Already configured correctly"
710,"Orizonte Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
713,Toltex,R,YES,Y,"NO ACTION","Already configured correctly"
714,Serenade,R,YES,Y,"NO ACTION","Already configured correctly"
716,"Sheer Simplicity Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
718,"Sequin Sheer",R,YES,Y,"NO ACTION","Already configured correctly"
720,Louis,R,YES,Y,"NO ACTION","Already configured correctly"
722,Bari,R,YES,Y,"NO ACTION","Already configured correctly"
725,"Monaco Sheer",R,YES,Y,"NO ACTION","Already configured correctly"
726,Brixton,R,YES,Y,"NO ACTION","Already configured correctly"
731,Ani,R,YES,Y,"NO ACTION","Already configured correctly"
733,Cristy,R,YES,Y,"NO ACTION","Already configured correctly"
734,Amazonia,R,YES,Y,"NO ACTION","Already configured correctly"
736,"Voywash Texture",R,YES,Y,"NO ACTION","Already configured correctly"
737,"Venetian Damask",R,YES,Y,"NO ACTION","Already configured correctly"
738,Ticking,R,YES,Y,"NO ACTION","Already configured correctly"
740,"Shimmer Damask",R,YES,Y,"NO ACTION","Already configured correctly"
742,"Roman Bricks",R,YES,Y,"NO ACTION","Already configured correctly"
744,Rhapsody,R,YES,Y,"NO ACTION","Already configured correctly"
748,Noemi,R,YES,Y,"NO ACTION","Already configured correctly"
749,Mortez,R,YES,Y,"NO ACTION","Already configured correctly"
750,Mirage,R,YES,Y,"NO ACTION","Already configured correctly"
751,Miami,R,YES,Y,"NO ACTION","Already configured correctly"
757,Grasscloth,R,YES,Y,"NO ACTION","Already configured correctly"
758,Edolo,R,YES,Y,"NO ACTION","Already configured correctly"
762,Karlyle,R,YES,Y,"NO ACTION","Already configured correctly"
763,Beacon,R,YES,Y,"NO ACTION","Already configured correctly"
765,Neron,R,YES,Y,"NO ACTION","Already configured correctly"
766,"Classic Corduroy",R,YES,Y,"NO ACTION","Already configured correctly"
768,Palisade,R,YES,Y,"NO ACTION","Already configured correctly"
771,"Brivas Stripes",R,YES,Y,"NO ACTION","Already configured correctly"
774,Dalia,R,YES,Y,"NO ACTION","Already configured correctly"
775,Lubeck,R,YES,Y,"NO ACTION","Already configured correctly"
776,Vernida,R,YES,Y,"NO ACTION","Already configured correctly"
777,"Kolony Wash",R,YES,Y,"NO ACTION","Already configured correctly"
778,Tryst,R,YES,Y,"NO ACTION","Already configured correctly"
779,Woodway,R,YES,Y,"NO ACTION","Already configured correctly"
780,Bellagio,R,YES,Y,"NO ACTION","Already configured correctly"
781,Chevron,R,YES,Y,"NO ACTION","Already configured correctly"
782,Sweetwater,R,YES,Y,"NO ACTION","Already configured correctly"
784,Dana,R,YES,Y,"NO ACTION","Already configured correctly"
787,"Contessa Corsica",R,YES,Y,"NO ACTION","Already configured correctly"
788,"Contessa Granada",R,YES,Y,"NO ACTION","Already configured correctly"
789,"Contessa Siena",R,YES,Y,"NO ACTION","Already configured correctly"
792,"Harmony Tango (USE GALLERIA TANGO)",R,YES,Y,"NO ACTION","Already configured correctly"
795,"New Wave Arcadia",R,YES,Y,"NO ACTION","Already configured correctly"
796,"New Wave Archer",R,YES,Y,"NO ACTION","Already configured correctly"
797,"New Wave Chariot",R,YES,Y,"NO ACTION","Already configured correctly"
799,"New Wave Darby II",R,YES,Y,"NO ACTION","Already configured correctly"
811,"New Wave Trellis",R,YES,Y,"NO ACTION","Already configured correctly"
813,"New Wave Visage",R,YES,Y,"NO ACTION","Already configured correctly"
814,"Nuvtex Baroque",R,YES,Y,"NO ACTION","Already configured correctly"
826,"Nuvtex Montana",R,YES,Y,"NO ACTION","Already configured correctly"
836,"Nuvtex Woodgrain",R,YES,Y,"NO ACTION","Already configured correctly"
841,"Skintex SF Bastia",R,YES,Y,"NO ACTION","Already configured correctly"
843,"Skintex SF Bounce",R,YES,Y,"NO ACTION","Already configured correctly"
846,"Skintex SF Contempo",R,YES,Y,"NO ACTION","Already configured correctly"
847,"Skintex SF Corteza",R,YES,Y,"NO ACTION","Already configured correctly"
851,"Skintex SF Impression",R,YES,Y,"NO ACTION","Already configured correctly"
852,"Skintex Luminary",R,YES,Y,"NO ACTION","Already configured correctly"
853,"Skintex SF Lychee Reloaded",R,YES,Y,"NO ACTION","Already configured correctly"
856,"Skintex Matrix Reloaded",R,YES,Y,"NO ACTION","Already configured correctly"
859,"Skintex Ostrich",R,YES,Y,"NO ACTION","Already configured correctly"
860,"Skintex SF Prana",R,YES,Y,"NO ACTION","Already configured correctly"
861,"Skintex SF Reverie",R,YES,Y,"NO ACTION","Already configured correctly"
864,"Skintex SF Serenity",R,YES,Y,"NO ACTION","Already configured correctly"
865,"Skintex Snake",R,YES,Y,"NO ACTION","Already configured correctly"
869,"Skintex SF Vintage",R,YES,Y,"NO ACTION","Already configured correctly"
874,Lagos,R,YES,Y,"NO ACTION","Already configured correctly"
876,Lynwood,R,YES,Y,"NO ACTION","Already configured correctly"
879,"Endless Time",R,YES,Y,"NO ACTION","Already configured correctly"
882,Giorgio,R,YES,Y,"NO ACTION","Already configured correctly"
883,Legacy,R,YES,Y,"NO ACTION","Already configured correctly"
884,Monaco,R,YES,Y,"NO ACTION","Already configured correctly"
885,Sandbox,R,YES,Y,"NO ACTION","Already configured correctly"
886,"Toulouse Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
889,"Indian Stripes",R,YES,Y,"NO ACTION","Already configured correctly"
890,Rhine,R,YES,Y,"NO ACTION","Already configured correctly"
891,Trojan,R,YES,Y,"NO ACTION","Already configured correctly"
897,Hartley,R,YES,Y,"NO ACTION","Already configured correctly"
898,"Leno Sheer",R,YES,Y,"NO ACTION","Already configured correctly"
900,Townsend,R,YES,Y,"NO ACTION","Already configured correctly"
901,"Yellow Brick Road",R,YES,Y,"NO ACTION","Already configured correctly"
902,Cab,R,YES,Y,"NO ACTION","Already configured correctly"
903,Benchmark,R,YES,Y,"NO ACTION","Already configured correctly"
904,Broker,R,YES,Y,"NO ACTION","Already configured correctly"
905,Dynamic,R,YES,Y,"NO ACTION","Already configured correctly"
906,Estate,R,YES,Y,"NO ACTION","Already configured correctly"
907,Intermingle,R,YES,Y,"NO ACTION","Already configured correctly"
910,Hudson,R,YES,Y,"NO ACTION","Already configured correctly"
912,"Thompson Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
913,"Lafayette Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
914,Option,R,YES,Y,"NO ACTION","Already configured correctly"
915,Merger,R,YES,Y,"NO ACTION","Already configured correctly"
916,Greenwich,R,YES,Y,"NO ACTION","Already configured correctly"
917,Pizzazz,R,YES,Y,"NO ACTION","Already configured correctly"
918,Jackie,R,YES,Y,"NO ACTION","Already configured correctly"
925,Roulette,R,YES,Y,"NO ACTION","Already configured correctly"
927,Fulton,R,YES,Y,"NO ACTION","Already configured correctly"
930,Asturya,R,YES,Y,"NO ACTION","Already configured correctly"
931,"Shrimp ",R,YES,Y,"NO ACTION","Already configured correctly"
936,Lexi,R,YES,Y,"NO ACTION","Already configured correctly"
938,"Titan Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
947,"Supreme Velvet",R,YES,Y,"NO ACTION","Already configured correctly"
948,"Contexture Carthage",R,YES,Y,"NO ACTION","Already configured correctly"
958,Tuscan,R,YES,Y,"NO ACTION","Already configured correctly"
961,Macoy,R,YES,Y,"NO ACTION","Already configured correctly"
962,Aswan,R,YES,Y,"NO ACTION","Already configured correctly"
963,Abydos,R,YES,Y,"NO ACTION","Already configured correctly"
964,"Tiki Tiki",R,YES,Y,"NO ACTION","Already configured correctly"
970,Quatro,R,YES,Y,"NO ACTION","Already configured correctly"
973,Dremel,R,YES,Y,"NO ACTION","Already configured correctly"
974,Harrington,R,YES,Y,"NO ACTION","Already configured correctly"
976,Taxi,R,YES,Y,"NO ACTION","Already configured correctly"
992,Hemingway,R,YES,Y,"NO ACTION","Already configured correctly"
999,Carpino,R,YES,Y,"NO ACTION","Already configured correctly"
1000,"Blackout Adagio",R,YES,Y,"NO ACTION","Already configured correctly"
1001,"Crazy in Love",R,YES,Y,"NO ACTION","Already configured correctly"
1003,Inverness,R,YES,Y,"NO ACTION","Already configured correctly"
1004,Fret,R,YES,Y,"NO ACTION","Already configured correctly"
1005,Howlin,R,YES,Y,"NO ACTION","Already configured correctly"
1008,Lezzeno,R,YES,Y,"NO ACTION","Already configured correctly"
1010,Menagerie,R,YES,Y,"NO ACTION","Already configured correctly"
1011,"Metropolitan Stripe",R,YES,Y,"NO ACTION","Already configured correctly"
1017,"Vacay in the Palms",R,YES,Y,"NO ACTION","Already configured correctly"
1045,Clark,R,YES,Y,"NO ACTION","Already configured correctly"
1046,Flamingo,R,YES,Y,"NO ACTION","Already configured correctly"
1049,Adisa,R,YES,Y,"NO ACTION","Already configured correctly"
1050,Brandon,R,YES,Y,"NO ACTION","Already configured correctly"
1052,Felicia,R,YES,Y,"NO ACTION","Already configured correctly"
1053,"Love at First Sight",R,YES,Y,"NO ACTION","Already configured correctly"
